"arc_length","function_2403 (imaginary part)_Magnitude","function_2403 (real part)_Magnitude","function_2535 (imaginary part)_Magnitude","function_2535 (real part)_Magnitude"
12.3715,0.694296,0.193621,0.653841,0.242687
12.3885,0.713527,0.152969,0.671202,0.200507
12.4055,0.786261,0.117683,0.734504,0.115597
12.4225,0.802809,0.13239,0.748693,0.108374
12.4394,0.818555,0.120219,0.762645,0.0691759
12.4564,0.833694,0.145277,0.775583,0.0827454
12.4734,0.88275,0.284128,0.817588,0.218405
12.4903,0.932182,0.330676,0.860408,0.266181
12.5073,0.942207,0.359351,0.868651,0.296834
12.5243,0.952243,0.388044,0.876903,0.32753
12.5412,0.961827,0.420437,0.884548,0.362007
12.5582,0.969862,0.447641,0.891026,0.39139
12.5752,0.990032,0.541463,0.90687,0.494952
12.5922,0.997251,0.601195,0.911474,0.558034
12.6091,1.02145,0.610269,0.933667,0.575345
12.6261,1.02022,0.644445,0.930756,0.61231
12.6431,1.02137,0.66788,0.931094,0.638221
12.66,1.01101,0.761126,0.919069,0.738619
12.677,1.0002,0.826745,0.906505,0.813798
12.694,0.995869,0.844003,0.901878,0.83368
12.711,0.991544,0.861278,0.897254,0.853584
12.7279,0.987569,0.877538,0.89293,0.873622
12.7449,0.96469,0.925676,0.871063,0.932596
12.7619,0.955054,0.940776,0.861557,0.950341
12.7788,0.939921,0.960509,0.845786,0.972127
12.7958,0.928652,0.973438,0.834894,0.98766
12.8128,0.91739,0.986378,0.82401,1.00321
12.8297,0.863257,1.01529,0.775453,1.04789
12.8467,0.81194,1.05556,0.723531,1.08897
12.8637,0.797549,1.06061,0.710042,1.09647
12.8807,0.729099,1.06835,0.647926,1.11503
12.8976,0.710302,1.06973,0.63044,1.11864
12.9146,0.691521,1.0711,0.612973,1.12224
12.9316,0.672215,1.07488,0.59439,1.12755
12.9485,0.652254,1.07457,0.575916,1.12931
12.9655,0.591413,1.05831,0.52199,1.12065
12.9825,0.50147,1.04689,0.43919,1.11462
12.9995,0.4785,1.04105,0.418101,1.11042
13.0164,0.455541,1.03521,0.397024,1.10623
13.0334,0.425974,1.02859,0.369427,1.1016
13.0504,0.401214,1.02118,0.34671,1.0956
13.0673,0.290215,0.991002,0.243933,1.06857
13.0843,0.245495,0.964448,0.204555,1.04511
13.1013,0.219711,0.951572,0.18136,1.03322
13.1182,0.139211,0.923564,0.107658,1.00549
13.1352,0.114155,0.863425,0.105005,0.949109
13.1522,0.102153,0.845398,0.100236,0.931517
13.1692,0.0987114,0.827434,0.103388,0.913968
13.1861,0.0996166,0.810551,0.112096,0.896777
13.2031,0.18447,0.735586,0.189149,0.82201
13.2201,0.203977,0.716535,0.207021,0.802805
13.237,0.291469,0.668632,0.289461,0.75778
13.254,0.332163,0.609233,0.324702,0.692306
13.271,0.358639,0.586031,0.348599,0.668086
13.288,0.385552,0.563128,0.372923,0.644069
13.3049,0.449989,0.498418,0.435323,0.583564
13.3219,0.473486,0.473574,0.456423,0.55742
13.3389,0.497372,0.449031,0.477891,0.531468
13.3558,0.590417,0.37277,0.5598,0.440045
13.3728,0.614232,0.334394,0.581928,0.403987
13.3898,0.724543,0.194338,0.682382,0.256274
13.4067,0.743082,0.175286,0.698787,0.231327
13.4237,0.761692,0.159264,0.715262,0.207801
13.4407,0.780368,0.147264,0.731802,0.186235
13.4577,0.807415,0.175742,0.754306,0.194306
13.4746,0.885501,0.118097,0.826062,0.0690747
13.4916,0.899327,0.142731,0.838149,0.0882876
13.5086,0.913179,0.168349,0.850261,0.112084
13.5255,0.929879,0.206299,0.863918,0.158402
13.5425,0.941992,0.231941,0.8745,0.184022
13.5595,0.990476,0.311876,0.918366,0.264581
13.5765,0.999482,0.337282,0.92611,0.292002
13.5934,1.0085,0.362706,0.933862,0.31946
13.6104,1.02615,0.412695,0.948666,0.376753
13.6274,1.04004,0.498645,0.960172,0.468593
13.6443,1.0436,0.520824,0.962967,0.49298
13.6613,1.05326,0.592485,0.970719,0.573475
13.6783,1.05356,0.615531,0.970447,0.598898
13.6952,1.04776,0.656804,0.963472,0.643153
13.7122,1.04722,0.674569,0.962618,0.663269
13.7292,1.04668,0.692356,0.961765,0.683416
13.7462,1.02597,0.776201,0.940329,0.776504
13.7631,1.01869,0.804215,0.935314,0.816117
13.7801,1.01007,0.820659,0.927002,0.834914
13.7971,1.00146,0.837123,0.918695,0.853735
13.814,0.990811,0.853274,0.907968,0.87172
13.831,0.980353,0.867089,0.898062,0.887849
13.848,0.928994,0.914579,0.849989,0.94607
13.8649,0.914728,0.924447,0.837198,0.958483
13.8819,0.898358,0.933812,0.821856,0.969951
13.8989,0.820309,0.990284,0.745479,1.03049
13.9159,0.805455,0.996144,0.731671,1.03847
13.9328,0.779417,0.997436,0.70917,1.04368
13.9498,0.706754,1.02097,0.638817,1.07203
13.9668,0.68234,1.00267,0.620433,1.05936
13.9837,0.659109,1.00512,0.598732,1.06356
14.0007,0.626822,1.01404,0.567123,1.07368
14.0177,0.607276,1.01277,0.549271,1.07392
14.0347,0.587736,1.0115,0.531426,1.07417
14.0516,0.461617,1.00702,0.412534,1.0748
14.0686,0.352839,0.977744,0.312322,1.05016
14.0856,0.323411,0.969178,0.284903,1.04257
14.1025,0.293984,0.960621,0.257487,1.035
14.1195,0.26456,0.952074,0.230072,1.02742
14.1365,0.223061,0.940479,0.193165,1.01529
14.1534,0.143745,0.882833,0.126521,0.961727
14.1704,0.122082,0.869754,0.10824,0.949055
14.1874,0.102889,0.856706,0.0929473,0.936404
14.2044,0.0282385,0.842828,0.0329512,0.921281
14.2213,0.168367,0.755403,0.169089,0.835128
14.2383,0.187161,0.738409,0.186302,0.817879
14.2553,0.20783,0.721489,0.205116,0.800684
14.2722,0.23363,0.703506,0.231035,0.782648
14.2892,0.256953,0.685518,0.251955,0.764059
14.3062,0.281173,0.667635,0.273743,0.745548
14.3232,0.417601,0.56668,0.397202,0.641872
14.3401,0.447124,0.5405,0.426411,0.616277
14.3571,0.470117,0.51942,0.447172,0.594019
14.3741,0.566256,0.433786,0.535272,0.500359
14.391,0.587386,0.415698,0.554246,0.480469
14.408,0.614405,0.402359,0.577581,0.463222
14.425,0.700432,0.280184,0.659617,0.342534
14.4419,0.720907,0.257986,0.678169,0.317436
14.4589,0.741471,0.236823,0.696812,0.292948
14.4759,0.762117,0.216998,0.715538,0.269238
14.4929,nan,nan,nan,nan
14.5098,nan,nan,nan,nan
14.5268,nan,nan,nan,nan
14.5438,nan,nan,nan,nan
14.5607,nan,nan,nan,nan
14.5777,nan,nan,nan,nan
14.5947,nan,nan,nan,nan
14.6117,nan,nan,nan,nan
14.6286,nan,nan,nan,nan
14.6456,nan,nan,nan,nan
14.6626,nan,nan,nan,nan
14.6795,nan,nan,nan,nan
14.6965,nan,nan,nan,nan
14.7135,nan,nan,nan,nan
14.7304,nan,nan,nan,nan
14.7474,nan,nan,nan,nan
14.7644,nan,nan,nan,nan
14.7814,nan,nan,nan,nan
14.7983,nan,nan,nan,nan
14.8153,nan,nan,nan,nan
14.8323,nan,nan,nan,nan
14.8492,nan,nan,nan,nan
14.8662,nan,nan,nan,nan
14.8832,nan,nan,nan,nan
14.9002,nan,nan,nan,nan
14.9171,nan,nan,nan,nan
14.9341,nan,nan,nan,nan
14.9511,nan,nan,nan,nan
14.968,nan,nan,nan,nan
14.985,nan,nan,nan,nan
15.002,nan,nan,nan,nan
15.0189,nan,nan,nan,nan
15.0359,nan,nan,nan,nan
15.0529,nan,nan,nan,nan
15.0699,nan,nan,nan,nan
15.0868,nan,nan,nan,nan
15.1038,nan,nan,nan,nan
15.1208,nan,nan,nan,nan
15.1377,nan,nan,nan,nan
15.1547,nan,nan,nan,nan
15.1717,nan,nan,nan,nan
15.1887,nan,nan,nan,nan
15.2056,nan,nan,nan,nan
15.2226,nan,nan,nan,nan
15.2396,nan,nan,nan,nan
15.2565,nan,nan,nan,nan
15.2735,nan,nan,nan,nan
15.2905,nan,nan,nan,nan
15.3074,nan,nan,nan,nan
15.3244,nan,nan,nan,nan
15.3414,nan,nan,nan,nan
15.3584,nan,nan,nan,nan
15.3753,nan,nan,nan,nan
15.3923,nan,nan,nan,nan
15.4093,nan,nan,nan,nan
15.4262,nan,nan,nan,nan
15.4432,nan,nan,nan,nan
15.4602,nan,nan,nan,nan
15.4772,nan,nan,nan,nan
15.4941,nan,nan,nan,nan
15.5111,nan,nan,nan,nan
15.5281,nan,nan,nan,nan
15.545,nan,nan,nan,nan
15.562,nan,nan,nan,nan
15.579,nan,nan,nan,nan
15.5959,nan,nan,nan,nan
15.6129,nan,nan,nan,nan
15.6299,nan,nan,nan,nan
15.6469,nan,nan,nan,nan
15.6638,nan,nan,nan,nan
15.6808,nan,nan,nan,nan
15.6978,nan,nan,nan,nan
15.7147,nan,nan,nan,nan
15.7317,nan,nan,nan,nan
15.7487,nan,nan,nan,nan
15.7657,nan,nan,nan,nan
15.7826,nan,nan,nan,nan
15.7996,nan,nan,nan,nan
15.8166,nan,nan,nan,nan
15.8335,nan,nan,nan,nan
15.8505,nan,nan,nan,nan
15.8675,nan,nan,nan,nan
15.8844,nan,nan,nan,nan
15.9014,nan,nan,nan,nan
15.9184,nan,nan,nan,nan
15.9354,nan,nan,nan,nan
15.9523,nan,nan,nan,nan
15.9693,nan,nan,nan,nan
15.9863,nan,nan,nan,nan
16.0032,nan,nan,nan,nan
16.0202,nan,nan,nan,nan
16.0372,nan,nan,nan,nan
16.0542,nan,nan,nan,nan
16.0711,nan,nan,nan,nan
16.0881,nan,nan,nan,nan
16.1051,nan,nan,nan,nan
16.122,nan,nan,nan,nan
16.139,nan,nan,nan,nan
16.156,nan,nan,nan,nan
16.1729,nan,nan,nan,nan
16.1899,nan,nan,nan,nan
16.2069,nan,nan,nan,nan
16.2239,nan,nan,nan,nan
16.2408,nan,nan,nan,nan
16.2578,nan,nan,nan,nan
16.2748,nan,nan,nan,nan
16.2917,nan,nan,nan,nan
16.3087,nan,nan,nan,nan
16.3257,nan,nan,nan,nan
16.3427,nan,nan,nan,nan
16.3596,nan,nan,nan,nan
16.3766,nan,nan,nan,nan
16.3936,nan,nan,nan,nan
16.4105,nan,nan,nan,nan
16.4275,nan,nan,nan,nan
16.4445,nan,nan,nan,nan
16.4614,nan,nan,nan,nan
16.4784,nan,nan,nan,nan
16.4954,nan,nan,nan,nan
16.5124,nan,nan,nan,nan
16.5293,nan,nan,nan,nan
16.5463,nan,nan,nan,nan
16.5633,nan,nan,nan,nan
16.5802,nan,nan,nan,nan
16.5972,nan,nan,nan,nan
16.6142,nan,nan,nan,nan
16.6312,nan,nan,nan,nan
16.6481,nan,nan,nan,nan
16.6651,nan,nan,nan,nan
16.6821,nan,nan,nan,nan
16.699,nan,nan,nan,nan
16.716,nan,nan,nan,nan
16.733,nan,nan,nan,nan
16.7499,nan,nan,nan,nan
16.7669,nan,nan,nan,nan
16.7839,nan,nan,nan,nan
16.8009,nan,nan,nan,nan
16.8178,nan,nan,nan,nan
16.8348,nan,nan,nan,nan
16.8518,nan,nan,nan,nan
16.8687,nan,nan,nan,nan
16.8857,nan,nan,nan,nan
16.9027,nan,nan,nan,nan
16.9197,nan,nan,nan,nan
16.9366,nan,nan,nan,nan
16.9536,nan,nan,nan,nan
16.9706,nan,nan,nan,nan
